,id,chain,offer,market,repeattrips,repeater,PCT,PQT,PCY,PBD,Purchase_amount,Purchase_quantity,cluster
0,86246,205,1208251,34,5,1,0.0022834072906668212,0.07323532323532324,0.007710659764395761,0.006448794183390757,52828.12,17333.0,3
1,86252,205,1197502,34,16,1,0.0023545902583319107,0.07313632313632314,0.00835310282088464,0.007001180233712369,53592.9,17604.0,0
2,12682470,18,1197502,11,0,0,0.00034478323452170705,0.08316008316008315,0.001763323381062152,0.0019045241351975878,3383.84,981.0,1
3,12996040,15,1197502,9,0,0,0.0002283730727096954,0.09268884268884268,0.0016376701746594494,0.0018354097618410374,1541.36,402.0,1
4,13089312,15,1204821,9,0,0,0.0003895522270592739,0.06336006336006336,0.002349953730669068,0.0025052197219980112,3890.68,1469.0,2
5,13179265,14,1197502,8,0,0,0.0002898799005066416,0.054425304425304424,0.0016078238073428928,0.002033055712179539,2476.13,1082.0,1
6,13251776,15,1200581,9,0,0,0.0009803627727687657,0.08491733491733491,0.004360852728622054,0.00398324470120199,12512.59,3555.0,2
7,13540129,14,1200581,8,0,0,0.00022144614249768177,0.056603306603306605,0.0012172840910057523,0.0012306589949712238,3262.19,1373.0,2
8,13807224,4,1204576,1,0,0,0.00051949281286518,0.062419562419562424,0.003317871422744992,0.0031226649656067836,5550.89,2126.0,2
9,13873775,4,1197502,1,0,0,0.0006016187130831006,0.04878229878229878,0.0026460296944493073,0.0030013621878789603,6088.08,2955.0,1
10,13974451,4,1197502,1,0,0,9.145165062008692e-05,0.06311256311256311,0.0007621269894282675,0.0008069808338084947,467.08,177.0,1
11,14088807,3,1200581,2,1,1,0.00032128018726538057,0.08565983565983565,0.0016955721272535688,0.0017211594711904138,2832.87,798.0,2
12,14381137,4,1197502,1,0,0,0.0004868796394934425,0.1147906147906148,0.0024403882236382337,0.002923784830029772,3209.43,679.0,1
13,14576147,18,1197502,11,0,0,0.00030128103466882746,0.05397980397980398,0.0015914083053187868,0.0017067018726821558,2960.12,1304.0,1
14,15530842,95,1197502,39,0,0,0.00032154971762382464,0.06439956439956439,0.0024985886399055187,0.0025346638555453177,1124.67,418.0,0
15,15705695,15,1197502,9,0,0,0.00029446191660019146,0.09162459162459162,0.0015026153625520317,0.0015839885975388935,2217.81,585.0,1
16,15738658,17,1197502,4,0,0,7.379741214199767e-05,0.09595584595584596,0.00034442707883306075,0.0004143336157854408,186.42,47.0,1
17,15753725,17,1208251,4,0,0,0.0008703404804518796,0.06672606672606672,0.004704533648272202,0.004537746497646761,9406.59,3377.0,3
18,15941277,14,1197502,8,1,1,0.00036300348675252894,0.08291258291258291,0.0022310159569125902,0.002276719140696764,3507.31,1020.0,1
19,15994113,4,1197502,1,0,0,0.00027554088543741486,0.0866003366003366,0.0017533248480111052,0.001788687034954594,2410.94,672.0,1
20,16138642,4,1204576,1,0,0,0.00028006899545927595,0.06093456093456093,0.0014144193471316072,0.0014499913430721127,1872.07,734.0,2
21,16238376,14,1197502,8,1,1,0.00020101574132761808,0.06076131076131076,0.0010134334022336724,0.0012812605897501265,1836.97,722.0,1
22,16535563,4,1208251,1,7,1,0.0012382224666922469,0.09702009702009702,0.005962707262501636,0.005772989609218164,6374.61,1590.0,3
23,16606739,3,1208252,2,0,0,0.0005880074299816731,0.10583110583110583,0.002859729684435851,0.002949879032215408,3819.1,875.0,3
24,16646740,4,1197502,1,0,0,0.0008576725536050062,0.09333234333234332,0.004202816213680888,0.004063995678235919,8859.67,2295.0,1
25,16691816,3,1200988,2,0,0,0.00020131222472190665,0.05863280863280863,0.0016246870048767473,0.0012008622370700585,1882.53,766.0,3
26,16749437,20,1197502,7,1,1,0.00023799530650615017,0.07769032769032769,0.0014932137568473161,0.0015755256130462547,1439.8,446.0,1
27,16797008,88,1197502,14,1,1,0.00041814939809019404,0.1041976041976042,0.0023990510049048033,0.002259440547357627,3323.31,773.0,1
28,17456470,14,1208252,8,0,0,0.0011242919841779212,0.1275863775863776,0.005567839822903595,0.005269794656260016,12878.94,2456.0,3
29,17472223,4,1200988,1,0,0,0.00031203529597074753,0.07293832293832293,0.002083127206859053,0.002263848351780876,2137.46,704.0,3
30,17486592,15,1197502,9,1,1,0.000750264705765028,0.09706959706959707,0.003691995637058026,0.003664472285312596,8078.55,2014.0,1
31,17693343,18,1197502,11,0,0,9.312273884244043e-05,0.06902781902781903,0.0005400700165930879,0.0005587332886910901,644.56,224.0,1
32,17764186,15,1197502,9,0,0,0.0001786447215767569,0.07444807444807444,0.0012681721472804811,0.001418255151224717,1232.63,398.0,1
33,17888308,4,1204576,1,0,0,0.000558898151269709,0.07580932580932581,0.002948821090875772,0.0028398602338111033,5326.68,1690.0,2
34,17995179,95,1197502,39,0,0,0.00013894289977793936,0.03655578655578656,0.0006845264344052208,0.0008210858079628925,1268.78,810.0,0
35,18259179,3,1208251,2,0,0,0.00019257944110831748,0.0923918423918424,0.0009285204872180694,0.001013795017347355,913.4,239.0,3
36,18277411,4,1204576,1,0,0,0.0006445818522190919,0.08858033858033858,0.003093128276851322,0.003163216766300678,5204.3,1419.0,2
37,18938874,88,1197502,14,0,0,0.0003759678969936907,0.07135432135432135,0.0023287628098743124,0.0023405441487454152,3031.88,1020.0,1
38,19069700,4,1197502,1,0,0,0.0003166442651001418,0.09135234135234134,0.0020893949439955307,0.002148892812422533,1629.01,431.0,1
39,19330664,4,1197502,1,0,0,0.0003609011499566649,0.0932085932085932,0.0014060623642829716,0.0017142832962901448,2428.65,630.0,1
40,19506471,4,1197502,1,1,1,0.00046326878009373833,0.08556083556083555,0.0027942169081760096,0.0028144712803331875,2624.33,740.0,1
41,19591356,4,1197502,1,1,1,0.00023039455039802623,0.06125631125631126,0.0014406841503701768,0.0013519617726990467,2284.62,891.0,1
42,19773748,15,1197502,9,0,0,0.0002759182279392366,0.07481932481932482,0.0018415208634315293,0.001530742320106041,2358.71,758.0,1
43,19899195,14,1197502,8,0,0,0.00019212123949896245,0.0714038214038214,0.0010531290707646924,0.0010383024099406214,1442.21,485.0,1
44,21024070,15,1208251,9,1,1,0.0005523485635595171,0.07667557667557667,0.002936136384766235,0.0026728926022584177,7622.29,2392.0,3
45,21419778,14,1197502,8,0,0,0.000554370041247848,0.1254083754083754,0.0021674431945283255,0.002643801093064972,2789.15,541.0,1
46,21603296,4,1208251,1,0,0,0.00044863328163022303,0.0817988317988318,0.0028119754967293603,0.0024754229640968455,3923.55,1156.0,3
47,21622166,3,1197502,2,0,0,0.00038960613313096277,0.060489060489060484,0.0024141234203996637,0.0025485925175227856,2922.76,1154.0,1
48,21837001,15,1204576,9,0,0,0.00035373164242205157,0.10585585585585584,0.002264145424633968,0.002216420376186713,1925.6,441.0,2
49,21860840,15,1197502,9,0,0,0.0007239315897450383,0.08496683496683495,0.0039738945763629005,0.0040511248893200305,5581.61,1585.0,1
50,22077078,18,1197502,11,0,0,0.00032491884710437606,0.07365607365607366,0.00216177238473818,0.001719748973774974,3929.37,1282.0,1
51,22491084,15,1197502,9,1,1,0.0004997901436629154,0.07964557964557964,0.0025348519761951346,0.0024666073552503474,5152.33,1558.0,1
52,22709494,4,1204822,1,1,1,0.00019457396576080387,0.08603108603108603,0.0011838561596112093,0.0013805243453617025,1187.17,333.0,2
53,22725281,18,1197502,11,0,0,0.00037402727841289314,0.07494307494307494,0.002088947248485782,0.0018583303448419341,4372.91,1403.0,1
54,22791304,20,1197502,7,0,0,0.00011061525910546325,0.0563063063063063,0.0008491291501560294,0.0008720400270956554,1136.96,481.0,1
55,22816872,17,1197502,4,0,0,0.00014869989875361615,0.08184833184833185,0.0013700974916665213,0.0010945459943812832,1636.68,482.0,1
56,23270065,17,1197502,4,0,0,0.0003301477360581918,0.0736065736065736,0.0019891111498119007,0.0018306493330639282,817.7,267.0,1
57,23412989,17,1197502,4,0,0,0.0001591037705895588,0.04883179883179882,0.0006466215479131942,0.0009067735259508603,956.68,464.0,1
58,23447825,15,1197502,9,0,0,0.00033249265017665556,0.07895257895257894,0.0021881864198133316,0.0017551877213378988,1249.11,381.0,1
59,23486921,18,1197502,11,0,0,0.00019438529450989303,0.058261558261558266,0.001388602239402786,0.0009621355495068724,1197.05,490.0,1
60,44975538,2,1197502,1,0,0,0.0003347027991158973,0.07687357687357686,0.0019547878273978607,0.0017470773611991202,3814.64,1194.0,1
61,48445984,15,1197502,9,0,0,0.0008063539733572476,0.10699435699435698,0.003623050528556781,0.003500854585121579,8982.77,2036.0,1
62,48464291,18,1208251,11,0,0,0.0004771226405177657,0.06954756954756955,0.0029431502810856264,0.00314223561724601,3748.44,1293.0,3
63,48468053,4,1197502,1,0,0,0.0005407587581464203,0.08820908820908821,0.0032365400718073747,0.0032347995101342474,4190.0,1147.0,1
64,48682962,15,1197502,9,0,0,0.0006650931124966889,0.12367587367587368,0.0031134238066265803,0.0029969543834557112,4053.85,797.0,1
65,48693550,95,1197502,39,0,0,0.00039434986743957904,0.07828432828432827,0.0026230479916155586,0.0023038712159439804,3639.44,1119.0,0
66,48991232,4,1197502,1,0,0,0.0004641582302766038,0.06588456588456587,0.002403229496329121,0.0026041308532557274,1386.67,504.0,1
67,49165299,3,1200581,2,1,1,0.00040693693517891916,0.05801405801405801,0.001992394250216722,0.0019292078399677838,5219.39,2145.0,2
68,49315424,4,1197502,1,0,0,0.00014600459516917505,0.06415206415206415,0.000891212528072374,0.0008842055673038235,1316.14,491.0,1
69,49326153,4,1197502,1,0,0,0.00048313316751106926,0.08105633105633105,0.0028171986110097575,0.0023886773730472984,4494.21,1336.0,1
70,49434116,14,1197502,8,0,0,0.00026872176736877885,0.05967230967230967,0.0016873643762415158,0.0015772887348155544,2447.14,979.0,1
71,49451971,4,1197502,1,1,1,0.00029233262676848295,0.07528957528957528,0.0016197623542695157,0.0013789375357693328,2620.88,837.0,1
72,49613173,4,1200581,1,0,0,0.0004010611733648375,0.05492030492030492,0.0016496087215860718,0.0019895066044778352,3616.21,1567.0,2
73,49806426,88,1200581,14,0,0,0.0007010484623131333,0.07444807444807444,0.0031405840008846466,0.003309203248798697,8786.69,2837.0,2
74,49817353,17,1197502,4,0,0,0.0003234364301329335,0.08751608751608751,0.0016178223403939395,0.0016908337767584584,2182.05,602.0,1
75,49914843,3,1197502,2,0,0,0.0007180558279309568,0.21181071181071182,0.004047167408125047,0.004520115279953763,2620.19,303.0,1
76,50380832,15,1197502,9,0,0,0.0005398423549277103,0.05808830808830809,0.0028840544737988444,0.0029886677111400023,3431.79,1409.0,1
77,50411403,18,1197502,11,1,1,0.00014632803159930795,0.07746757746757746,0.0008218197240613802,0.0007863523091076874,801.49,249.0,1
78,50622160,18,1197502,11,0,0,0.0002478062115535158,0.07932382932382932,0.0017924235891957944,0.0015764071739309046,1241.66,377.0,1
79,50808053,3,1197502,2,0,0,0.00010878245266804328,0.07580932580932581,0.0009773192977806393,0.0009265204897670175,646.06,205.0,1
80,50865818,15,1197502,9,0,0,0.0005332927672175185,0.09013959013959014,0.002787352243693202,0.0025403058452070767,7118.03,1908.0,1
81,50869828,17,1197502,4,0,0,0.000614097968679063,0.07764082764082764,0.0033120513811182627,0.003716484377506938,5672.09,1758.0,1
82,51099044,4,1197502,1,0,0,0.0004175025252299282,0.08504108504108504,0.00251798877866128,0.002384445880800979,5082.97,1442.0,1
83,51122746,14,1197502,8,0,0,0.00031057983203514934,0.08494208494208494,0.0016357301607838731,0.0016483425421183343,2654.77,754.0,1
84,51150009,4,1197502,1,0,0,0.00027500182472052666,0.07571032571032571,0.0015964821877626015,0.0015781702957002042,1901.36,604.0,1
85,51441524,4,1197502,1,0,0,0.0005351525266907828,0.07605682605682605,0.003006723043469891,0.0030230485856413475,3196.38,1011.0,1
86,51531106,15,1197502,9,0,0,0.0010903581120498074,0.09461934461934461,0.00556007976740129,0.005490890126130204,12739.76,3257.0,1
